Episode,Score,MaxTile,Moves,Duration_Sec,N_Empty,N_Max,N_Snake,N_Merge,N_Corner,N_Neigh,P_Empty,P_Max,P_Snake,P_Merge,P_Corner,P_Neigh
8048,10336,512,655,2.0641,61.71285,85.55638,62.21678,15.31451,77.92369,37.30744,27.77718,118.21009,104.62486,27.81942,96.54556,65.63307
8049,30728,2048,1544,4.9458,61.71979,85.57421,62.2313,15.31391,77.94799,37.31512,27.78327,118.23517,104.64937,27.82407,96.58086,65.64481
8050,7268,512,503,1.582,61.7229,85.57956,62.23517,15.31548,77.95703,37.31659,27.78493,118.23934,104.65333,27.82467,96.58954,65.64658
8051,12600,1024,765,2.3563,61.72469,85.58083,62.23559,15.31624,77.96067,37.31651,27.79025,118.26114,104.67295,27.82839,96.60568,65.66001
8052,15800,1024,936,2.9982,61.73099,85.593,62.2459,15.31648,77.98344,37.32099,27.7923,118.26942,104.68096,27.82916,96.61893,65.6641
8053,14572,1024,843,2.5526,61.73447,85.59807,62.25,15.31818,77.99428,37.3238,27.79581,118.28745,104.69685,27.83189,96.64844,65.66991
8054,5496,512,391,1.2614,61.73919,85.60368,62.25373,15.31887,77.99623,37.32584,27.79715,118.29243,104.70086,27.83311,96.65027,65.6727
8055,12396,1024,753,2.267,61.74002,85.60468,62.25401,15.31903,77.99618,37.32651,27.80084,118.3096,104.71561,27.83669,96.67693,65.67864
8056,6604,512,451,1.4689,61.74632,85.61453,62.26118,15.32067,78.00006,37.33121,27.80234,118.31416,104.7197,27.83772,96.67533,65.68318
8057,15532,1024,918,2.9441,61.74794,85.61849,62.26403,15.32176,78.00741,37.33204,27.80653,118.33304,104.7364,27.84203,96.70675,65.69053
8058,2904,256,238,0.7578,61.75067,85.62271,62.26741,15.32218,78.01484,37.33344,27.80668,118.3335,104.73673,27.84175,96.70701,65.69059
8059,13780,1024,797,2.508,61.75499,85.62952,62.27181,15.32485,78.01119,37.33583,27.81222,118.35401,104.75415,27.8456,96.73265,65.69861
8060,11820,512,773,2.3638,61.75304,85.62455,62.26642,15.32409,78.0035,37.33394,27.81729,118.37372,104.7734,27.84823,96.76751,65.70689
8061,7228,512,502,1.5772,61.75184,85.62079,62.26247,15.32347,77.99917,37.33059,27.82108,118.38736,104.78644,27.85219,96.7857,65.71507
8062,11352,512,737,2.2304,61.75168,85.61929,62.26073,15.32365,77.99042,37.33095,27.8267,118.40999,104.80825,27.8567,96.82518,65.72418
8063,27684,2048,1458,4.6373,61.75826,85.63092,62.26914,15.32185,78.01066,37.33546,27.83462,118.4403,104.83653,27.8609,96.87279,65.73733
8064,6896,512,468,1.5376,61.76328,85.63858,62.27503,15.32242,78.02362,37.33749,27.83473,118.44101,104.83716,27.86122,96.87406,65.73748
8065,6900,512,468,1.5053,61.76688,85.64291,62.27838,15.32224,78.0315,37.33856,27.83573,118.44469,104.84042,27.86188,96.88059,65.73921
8066,10456,512,692,2.0606,61.76766,85.64128,62.27676,15.32129,78.03084,37.33843,27.83925,118.46106,104.8557,27.86495,96.90843,65.74556
8067,12484,1024,744,2.3386,61.76888,85.64136,62.27708,15.32161,78.03142,37.33845,27.84443,118.4818,104.87496,27.869,96.94291,65.754
8068,7480,512,521,1.6945,61.77268,85.64905,62.28363,15.32203,78.04705,37.34106,27.84544,118.48516,104.8784,27.8695,96.94935,65.75539
8069,11184,512,726,2.2804,61.77233,85.64842,62.28239,15.3212,78.0453,37.34103,27.84994,118.50378,104.89604,27.87314,96.98189,65.76197
8070,16000,1024,939,2.9393,61.77668,85.65678,62.28933,15.32118,78.05354,37.34472,27.85499,118.52245,104.91508,27.87686,97.01188,65.77076
8071,10884,1024,659,2.1492,61.78363,85.66722,62.29844,15.32126,78.07027,37.3493,27.85715,118.53,104.92173,27.87793,97.02383,65.77345
8072,16512,1024,986,3.1009,61.79047,85.67781,62.30682,15.32205,78.09126,37.35385,27.86115,118.5502,104.93988,27.87939,97.05415,65.78061
8073,7188,512,496,1.5024,61.79281,85.68112,62.30937,15.32141,78.0948,37.35516,27.86372,118.55971,104.94796,27.88027,97.06018,65.78513
8074,12764,1024,770,2.4842,61.79658,85.68776,62.3146,15.32109,78.10501,37.35691,27.86615,118.56858,104.95598,27.88272,97.076,65.78875
8075,13636,1024,778,2.4505,61.79838,85.69135,62.31571,15.32202,78.10499,37.35798,27.86973,118.58427,104.96998,27.88643,97.10015,65.79519
8076,26900,2048,1407,4.3142,61.80164,85.69312,62.31585,15.32204,78.11329,37.35718,27.8779,118.62265,105.00643,27.89179,97.15376,65.81336
8077,14512,1024,855,2.6041,61.80663,85.70137,62.32223,15.32228,78.11824,37.36187,27.88164,118.64129,105.02447,27.8956,97.18426,65.81999
8078,15852,1024,923,2.8715,61.81166,85.71019,62.32927,15.32362,78.12457,37.36648,27.88448,118.65615,105.03792,27.89778,97.20344,65.82642
8079,10500,1024,613,2.0583,61.82065,85.72302,62.33892,15.32395,78.14498,37.37101,27.88573,118.65984,105.04176,27.89863,97.21025,65.82814
8080,10688,512,695,2.1564,61.82297,85.72593,62.34053,15.32286,78.14855,37.37273,27.8886,118.67118,105.05317,27.89906,97.22994,65.83219
8081,10644,512,676,2.1435,61.8257,85.72922,62.34214,15.323,78.15552,37.3739,27.89224,118.68292,105.06444,27.90124,97.24985,65.8362
8082,14400,1024,839,2.6398,61.83109,85.74161,62.35265,15.32446,78.17518,37.37829,27.89514,118.69916,105.07782,27.90459,97.2545,65.84782
8083,5708,512,413,1.244,61.83334,85.74444,62.35481,15.32626,78.17419,37.37996,27.89775,118.70835,105.08562,27.90646,97.26784,65.85111
8084,8680,512,585,1.861,61.83633,85.74941,62.35871,15.32598,78.18365,37.38184,27.89997,118.7164,105.09384,27.90808,97.28264,65.85498
8085,7456,512,519,1.6316,61.83418,85.74682,62.35546,15.32458,78.17251,37.38066,27.90379,118.72805,105.10524,27.91069,97.30486,65.85991
8086,6900,512,473,1.5569,61.83401,85.74721,62.35549,15.3234,78.17029,37.38088,27.9062,118.73612,105.11262,27.91265,97.31796,65.86323
8087,8256,512,567,1.6489,61.83178,85.74256,62.35158,15.32209,78.16144,37.38023,27.91102,118.75456,105.13044,27.91519,97.35024,65.87091
8088,7060,512,481,1.4846,61.83142,85.74074,62.34936,15.32176,78.15206,37.37963,27.91473,118.76587,105.14075,27.91736,97.37118,65.87565
8089,13564,1024,768,2.495,61.83606,85.75025,62.35696,15.32225,78.16822,37.38365,27.9167,118.77341,105.14752,27.91871,97.38344,65.87853
8090,7356,512,506,1.5867,61.83797,85.75428,62.35998,15.32266,78.17532,37.38475,27.91879,118.78176,105.15504,27.92102,97.38881,65.88453
8091,16808,1024,1017,3.1973,61.84217,85.76231,62.36597,15.32234,78.18883,37.3884,27.9241,118.80348,105.17703,27.9241,97.42011,65.89351
8092,7620,512,524,1.6281,61.84256,85.76109,62.36494,15.32216,78.18383,37.38873,27.92757,118.81687,105.18861,27.92575,97.44348,65.89699
8093,2884,256,239,0.767,61.84551,85.76389,62.3675,15.32215,78.19068,37.38982,27.92777,118.81794,105.18953,27.92591,97.44504,65.89752
8094,30628,2048,1552,4.8866,61.85072,85.77555,62.37622,15.32331,78.20838,37.39302,27.93547,118.85435,105.22238,27.93171,97.49038,65.91436
8095,5472,512,384,1.247,61.85589,85.78266,62.38189,15.32401,78.22083,37.39566,27.93575,118.85545,105.22317,27.93158,97.49216,65.9145
8096,6924,512,474,1.5193,61.8607,85.78975,62.38764,15.32499,78.23459,37.39813,27.9371,118.86043,105.22783,27.93339,97.50046,65.91629
8097,12780,1024,769,2.4472,61.86304,85.79271,62.39008,15.32456,78.24233,37.39922,27.94047,118.87378,105.23977,27.93555,97.52274,65.92169
8098,16472,1024,980,3.0636,61.87155,85.80731,62.40149,15.32604,78.26749,37.40414,27.94499,118.8938,105.25854,27.93955,97.55414,65.92879
8099,5936,512,419,1.3096,61.87686,85.81353,62.40593,15.32618,78.26994,37.40722,27.94639,118.89797,105.26224,27.94018,97.55741,65.93108
8100,7500,512,525,1.6486,61.88067,85.81738,62.40861,15.32704,78.27818,37.40839,27.94791,118.90393,105.26764,27.94159,97.56768,65.93286
8101,5732,512,404,1.3123,61.88217,85.81832,62.40962,15.32735,78.27815,37.4085,27.94966,118.91015,105.27299,27.9429,97.57809,65.935
8102,16312,1024,980,3.0485,61.88524,85.82175,62.41222,15.32895,78.28278,37.41002,27.95485,118.9325,105.29247,27.94669,97.61297,65.94373
8103,16292,1024,974,3.0391,61.88282,85.81797,62.40873,15.32635,78.2773,37.40826,27.96156,118.95883,105.31765,27.9516,97.65707,65.95527
8104,14416,1024,832,2.6956,61.89007,85.82886,62.41716,15.32738,78.29728,37.41234,27.96369,118.97001,105.32761,27.95359,97.67447,65.95879
8105,14824,1024,884,2.7228,61.89514,85.83593,62.42231,15.327,78.31074,37.4146,27.96694,118.98449,105.34073,27.95566,97.69872,65.96429
8106,7464,512,516,1.6215,61.89466,85.83488,62.42063,15.32657,78.30701,37.41436,27.97079,118.99695,105.35294,27.95849,97.72261,65.96894
8107,7540,512,533,1.6285,61.89674,85.83685,62.42216,15.32581,78.31238,37.41528,27.97344,119.00797,105.36256,27.96061,97.74214,65.9723
8108,13004,1024,793,2.5112,61.90106,85.84387,62.42785,15.32454,78.32583,37.41748,27.97741,119.0223,105.3754,27.96256,97.76577,65.97796
8109,13016,1024,770,2.4386,61.90184,85.84337,62.42651,15.3247,78.31799,37.41847,27.98182,119.0379,105.3904,27.96543,97.78852,65.98503
8110,7904,512,551,1.688,61.89972,85.83828,62.42153,15.32391,78.30615,37.41697,27.98621,119.05341,105.405,27.96812,97.80919,65.99158
8111,7520,512,515,1.5985,61.90192,85.84308,62.42516,15.32369,78.31242,37.41909,27.98768,119.05897,105.40999,27.9689,97.81817,65.99329
8112,7860,512,548,1.7414,61.90825,85.8492,62.4294,15.32297,78.32622,37.42149,27.99,119.06878,105.41924,27.97121,97.83571,65.99673
8113,7124,512,485,1.4071,61.90479,85.84411,62.42422,15.32138,78.31604,37.41847,27.99283,119.08089,105.43196,27.97408,97.8542,66.00424
8114,7864,512,541,1.7063,61.90707,85.8481,62.42762,15.32091,78.32354,37.41988,27.99426,119.08807,105.43855,27.97518,97.86479,66.0075
8115,15856,1024,938,2.8299,61.90392,85.8421,62.42108,15.32027,78.31838,37.41567,28.00183,119.11966,105.47153,27.9833,97.90861,66.02416
8116,6120,512,433,1.3914,61.90677,85.84781,62.42514,15.32092,78.32017,37.41838,28.00275,119.12221,105.47385,27.98354,97.91292,66.02517
8117,4420,256,341,1.106,61.90835,85.85064,62.42757,15.32028,78.32576,37.41944,28.00329,119.12382,105.47524,27.98357,97.91565,66.02585
8118,5736,256,441,1.2949,61.90535,85.84614,62.4232,15.31976,78.31662,37.41777,28.00698,119.13904,105.49082,27.98698,97.94498,66.03286
8119,6888,512,466,1.5118,61.90967,85.85108,62.42658,15.31999,78.32646,37.4187,28.00814,119.14261,105.49432,27.98762,97.95123,66.03475
8120,14504,1024,852,2.7642,61.9132,85.8552,62.42915,15.32022,78.33353,37.42031,28.0121,119.15838,105.50938,27.99189,97.97856,66.04192
8121,12432,1024,747,2.3559,61.9128,85.85594,62.42891,15.31995,78.33308,37.42021,28.01549,119.17384,105.52479,27.995,97.99754,66.0514
8122,12152,1024,718,2.0951,61.91294,85.85403,62.42636,15.31958,78.32599,37.41862,28.02133,119.1997,105.5466,27.99986,98.01987,66.06705
8123,3752,256,315,0.9549,61.91464,85.85651,62.42763,15.31998,78.32417,37.4199,28.0227,119.20479,105.55132,28.00121,98.02058,66.07107
8124,16156,1024,951,2.9331,61.91544,85.85692,62.42656,15.32067,78.32302,37.41608,28.03177,119.23951,105.58174,28.01042,98.03359,66.09559
8125,7472,512,520,1.6372,61.92115,85.86467,62.43308,15.3207,78.33885,37.41877,28.03216,119.24224,105.58441,28.01059,98.03833,66.0967
8126,5716,512,410,1.2457,61.92196,85.86496,62.43312,15.32044,78.33983,37.41943,28.03399,119.25084,105.59232,28.01231,98.04986,66.10142
8127,7096,512,486,1.5759,61.92563,85.87165,62.43848,15.32087,78.35207,37.42202,28.03488,119.25395,105.59521,28.01291,98.05511,66.10268
8128,6772,512,472,1.4915,61.92946,85.87515,62.44042,15.32182,78.35903,37.42358,28.03724,119.26303,105.60335,28.01485,98.07131,66.10508
8129,12164,1024,732,2.3167,61.93365,85.88159,62.44505,15.32205,78.37048,37.42595,28.04087,119.27667,105.61534,28.01791,98.09353,66.11017
8130,21564,2048,1083,3.4576,61.94185,85.89607,62.45649,15.32292,78.39424,37.43193,28.04453,119.28966,105.62807,28.01898,98.11497,66.116
8131,16640,1024,982,2.9755,61.94205,85.8988,62.45787,15.32289,78.39806,37.43346,28.04931,119.31449,105.65196,28.02298,98.15531,66.1254
8132,16428,1024,981,3.1683,61.94947,85.91194,62.46817,15.32105,78.4192,37.43904,28.05123,119.3223,105.65969,28.02381,98.16816,66.12928
8133,7700,512,537,1.673,61.95285,85.91519,62.47106,15.31975,78.42537,37.44062,28.05303,119.32967,105.66631,28.0248,98.18143,66.13209
8134,15660,1024,906,2.8359,61.95896,85.92836,62.48179,15.32082,78.43881,37.44724,28.0565,119.34345,105.67962,28.02524,98.19493,66.13893
8135,6868,512,487,1.5342,61.9587,85.92778,62.48146,15.31965,78.43763,37.44746,28.05882,119.35206,105.68735,28.02703,98.20918,66.14203
8136,10472,1024,613,1.946,61.95955,85.9276,62.48134,15.31921,78.44069,37.44691,28.06247,119.36487,105.69863,28.02954,98.22671,66.14729
8137,25448,2048,1302,4.2007,61.96493,85.93871,62.49033,15.31775,78.45708,37.45224,28.06802,119.38699,105.71955,28.03201,98.26011,66.15717
8138,12268,1024,743,2.3564,61.96917,85.94778,62.4974,15.3192,78.46847,37.45604,28.07034,119.39775,105.72846,28.03341,98.26877,66.16379
8139,5096,256,402,1.2697,61.97163,85.95027,62.49896,15.31911,78.47303,37.45717,28.07185,119.40313,105.73369,28.03449,98.27939,66.16516
8140,7000,512,470,1.5028,61.97666,85.95832,62.50509,15.32039,78.48059,37.46099,28.0737,119.40963,105.73949,28.03592,98.28848,66.16814
8141,5748,512,408,1.2935,61.97721,85.95879,62.50518,15.31986,78.47861,37.46071,28.07561,119.41607,105.74545,28.03765,98.2984,66.17168
8142,6952,512,467,1.4641,61.9796,85.96256,62.50794,15.32167,78.48117,37.46156,28.07857,119.42645,105.75508,28.04081,98.30243,66.17905
8143,7252,512,500,1.515,61.98046,85.96259,62.50742,15.32213,78.48221,37.46102,28.08178,119.43946,105.76756,28.04362,98.32634,66.18419
8144,23248,2048,1189,3.6688,61.98131,85.96582,62.50945,15.32269,78.48713,37.46153,28.08811,119.46983,105.79605,28.04772,98.37268,66.19784
8145,27500,2048,1434,4.5675,61.9892,85.98416,62.52376,15.32395,78.51771,37.46837,28.09272,119.49253,105.81778,28.05086,98.407,66.20786
8146,11296,512,730,2.2237,61.98928,85.98213,62.52186,15.32543,78.51618,37.46634,28.09982,119.51936,105.84125,28.05748,98.43082,66.22305
8147,16348,1024,968,3.1302,61.98794,85.98133,62.5206,15.32517,78.51692,37.46563,28.10426,119.53681,105.85838,28.05978,98.46053,66.23183
8148,27100,2048,1394,4.3739,61.98756,85.98063,62.51831,15.32384,78.51158,37.46552,28.11366,119.57729,105.89709,28.06645,98.52724,66.24897
8149,7308,512,517,1.595,61.98686,85.98118,62.51877,15.32439,78.51059,37.46592,28.11684,119.58813,105.90659,28.06935,98.5464,66.25219
8150,16060,1024,950,2.9872,61.99201,85.99101,62.52614,15.32615,78.52143,37.47236,28.12085,119.60577,105.92334,28.07121,98.57333,66.2598
8151,28300,2048,1486,4.6642,61.99692,86.00222,62.53509,15.32578,78.542,37.47634,28.12788,119.63711,105.95279,28.07508,98.62152,66.2744
8152,14412,1024,836,2.6155,61.99791,86.00364,62.53544,15.32462,78.54444,37.47578,28.13169,119.65168,105.96626,28.07606,98.64571,66.28136
8153,4732,256,363,1.1396,61.99879,86.00285,62.53453,15.32421,78.53614,37.4759,28.13321,119.65767,105.97204,28.07694,98.65719,66.28369
8154,16404,1024,976,3.1979,62.00343,86.01199,62.5411,15.3238,78.5511,37.47965,28.13714,119.67182,105.9861,28.07945,98.68,66.29049
8155,7256,512,499,1.6216,62.0062,86.01612,62.54426,15.32386,78.55566,37.48085,28.13971,119.67985,105.99326,28.08082,98.69216,66.29419
8156,16460,1024,989,3.1449,62.01302,86.02904,62.55552,15.32349,78.58009,37.48588,28.14323,119.6964,106.00892,28.08289,98.71894,66.30151
8157,12204,1024,722,2.3016,62.01648,86.03445,62.55969,15.32509,78.59219,37.48796,28.14576,119.70859,106.01945,28.08458,98.73346,66.30564
8158,5728,512,402,1.2864,62.01844,86.03708,62.56131,15.32544,78.59649,37.4888,28.14728,119.71523,106.02514,28.08613,98.73585,66.30969
8159,13688,1024,820,2.6258,62.01956,86.03922,62.56207,15.32542,78.60103,37.4884,28.15207,119.73324,106.04252,28.08905,98.76552,66.31792
8160,14260,1024,826,2.6045,62.02148,86.04526,62.56652,15.32338,78.60754,37.49075,28.1553,119.74568,106.05422,28.09139,98.78432,66.32401
8161,7356,512,509,1.6398,62.02552,86.0527,62.5732,15.32377,78.61716,37.4943,28.15602,119.74981,106.05831,28.09213,98.79195,66.32519
8162,7568,512,517,1.6841,62.03037,86.06055,62.579,15.32507,78.63165,37.4977,28.15748,119.75492,106.06298,28.09352,98.80072,66.32745
8163,3204,256,265,0.8493,62.03194,86.06206,62.5799,15.32455,78.63493,37.49784,28.15795,119.75609,106.06408,28.09311,98.80326,66.32791
8164,7400,512,512,1.6159,62.03269,86.06327,62.58039,15.3236,78.63365,37.49813,28.16009,119.76305,106.07031,28.09391,98.8113,66.33126
8165,7804,512,538,1.6831,62.03702,86.06803,62.58413,15.32397,78.64525,37.49979,28.16166,119.77032,106.07767,28.09498,98.82033,66.33535
8166,7132,512,494,1.5229,62.03905,86.07079,62.58653,15.32329,78.65045,37.50125,28.16279,119.77679,106.08418,28.09628,98.82939,66.3391
8167,36180,2048,1873,6.0451,62.04291,86.08079,62.59362,15.32171,78.66464,37.50524,28.17278,119.81819,106.12408,28.10092,98.88805,66.35929
8168,11940,1024,719,2.2901,62.04858,86.09012,62.60112,15.32255,78.68294,37.50936,28.17531,119.8301,106.13468,28.1027,98.90782,66.36341
8169,15196,1024,898,2.8567,62.04868,86.09092,62.60096,15.32157,78.68396,37.50923,28.17997,119.84948,106.15218,28.10753,98.93803,66.37058
8170,10852,1024,644,2.068,62.05109,86.09657,62.6054,15.32365,78.69319,37.51239,28.18236,119.85967,106.16099,28.10935,98.95506,66.37409
8171,28388,2048,1526,4.8507,62.05867,86.11225,62.61758,15.32551,78.71684,37.51752,28.18994,119.89094,106.19028,28.11422,99.00466,66.38813
8172,9488,512,655,1.8649,62.05849,86.11038,62.61453,15.32507,78.71871,37.51515,28.19436,119.91112,106.211,28.11788,99.02032,66.40282
8173,7300,512,508,1.59,62.0627,86.11616,62.61928,15.32515,78.73027,37.51661,28.19587,119.91717,106.21666,28.11843,99.03038,66.40493
8174,25672,2048,1320,4.3345,62.07168,86.13579,62.63517,15.32647,78.7614,37.52445,28.19849,119.92803,106.22693,28.11919,99.0476,66.40937
8175,5400,512,374,1.2286,62.07558,86.14159,62.63971,15.32743,78.7699,37.52677,28.19914,119.93019,106.22878,28.1195,99.05108,66.4102
8176,13588,1024,765,2.5159,62.08603,86.16274,62.65701,15.3301,78.79538,37.53575,28.20021,119.93307,106.23151,28.12031,99.05468,66.41181
8177,12036,1024,717,2.2884,62.08705,86.16776,62.66171,15.33041,78.8045,37.53811,28.203,119.94261,106.23993,28.12166,99.07107,66.4156
8178,7028,512,474,1.5616,62.09102,86.17499,62.66705,15.33135,78.80948,37.54115,28.20431,119.94664,106.24383,28.1223,99.07826,66.41731
8179,26728,2048,1370,4.3085,62.09391,86.18049,62.67173,15.33314,78.82061,37.54446,28.21175,119.9801,106.27358,28.1284,99.13048,66.42959
8180,7596,512,533,1.6411,62.09811,86.1878,62.67836,15.33306,78.83438,37.54706,28.21235,119.98492,106.27798,28.12866,99.1392,66.43123
8181,7348,512,504,1.6198,62.1027,86.19389,62.68327,15.33285,78.84662,37.5496,28.21298,119.98642,106.2798,28.12845,99.14232,66.43209
8182,5524,256,435,1.3306,62.10347,86.19559,62.68473,15.33262,78.85076,37.55029,28.21501,119.99435,106.28771,28.12997,99.15566,66.43454
8183,27676,2048,1456,4.56,62.10923,86.20755,62.69428,15.33248,78.87238,37.55548,28.22055,120.02044,106.31149,28.13225,99.19541,66.44701
8184,16128,1024,951,3.06,62.11131,86.21079,62.69564,15.33339,78.87735,37.55562,28.22591,120.03949,106.32973,28.13616,99.22732,66.45511
8185,15196,1024,873,2.7672,62.11699,86.22125,62.70429,15.33454,78.89663,37.56047,28.22899,120.05328,106.34279,28.13809,99.25033,66.46047
8186,3512,256,291,0.9106,62.11991,86.22469,62.70752,15.335,78.89552,37.56292,28.22914,120.0564,106.34579,28.13826,99.25211,66.46321
8187,14840,1024,892,2.8852,62.12572,86.23505,62.71543,15.33502,78.91326,37.56689,28.23202,120.06812,106.35696,28.13956,99.27103,66.46878
8188,5872,512,405,1.2545,62.12598,86.23457,62.71506,15.33519,78.9152,37.56597,28.23358,120.07618,106.36414,28.14182,99.27804,66.47328
8189,12352,1024,747,2.3442,62.12997,86.24167,62.71964,15.33639,78.91677,37.56872,28.23836,120.09394,106.38001,28.14391,99.29177,66.48507
8190,23004,2048,1178,3.8382,62.13518,86.24994,62.72615,15.33544,78.93157,37.57185,28.24407,120.11883,106.40329,28.14803,99.32936,66.49506
8191,6956,512,477,1.5365,62.13818,86.25527,62.73016,15.33619,78.94258,37.5732,28.24574,120.12455,106.40841,28.14904,99.33964,66.49674
8192,7228,512,501,1.5847,62.14241,86.26013,62.73439,15.33718,78.95207,37.57471,28.24759,120.13073,106.41433,28.15009,99.35044,66.49948
8193,15536,1024,903,2.8886,62.14567,86.26744,62.73953,15.33816,78.95944,37.57746,28.25162,120.14436,106.427,28.15123,99.3706,66.50617
8194,6780,512,470,1.5383,62.15054,86.27427,62.74496,15.33839,78.97196,37.57953,28.25217,120.14606,106.42838,28.15083,99.37329,66.5068
8195,7224,512,501,1.5626,62.15512,86.28222,62.75159,15.33996,78.98221,37.58297,28.25409,120.15211,106.43378,28.15151,99.37773,66.51025
8196,7232,512,495,1.5998,62.16082,86.28961,62.75714,15.34081,78.99576,37.5862,28.25525,120.15621,106.43765,28.15204,99.38548,66.51175
8197,4980,256,387,1.212,62.16516,86.29341,62.75997,15.34143,79.00389,37.58787,28.25622,120.15947,106.44096,28.15206,99.392,66.51275
8198,12844,1024,773,2.4032,62.16954,86.30036,62.76469,15.34109,79.00679,37.59063,28.25892,120.17249,106.45258,28.15377,99.40956,66.51877
8199,15944,1024,926,2.9719,62.17599,86.31063,62.77238,15.34236,79.01625,37.59583,28.26287,120.19091,106.46931,28.15667,99.43655,66.52708
8200,10256,512,682,2.1072,62.17593,86.3085,62.76986,15.34025,79.01432,37.59566,28.26598,120.2048,106.48324,28.15829,99.46128,66.53237
8201,16376,1024,973,3.1712,62.17717,86.31234,62.77173,15.33914,79.02169,37.59644,28.27001,120.21913,106.49793,28.15972,99.4856,66.53933
8202,15292,1024,910,2.916,62.17947,86.31756,62.77597,15.33915,79.03155,37.5978,28.27455,120.23854,106.51553,28.16338,99.51651,66.54641
8203,7144,512,492,1.5644,62.18034,86.31924,62.77696,15.34017,79.03492,37.59857,28.27633,120.24442,106.52094,28.16412,99.52726,66.54859
8204,11964,1024,707,2.2915,62.18811,86.32931,62.7853,15.33958,79.05322,37.60254,28.27869,120.25413,106.53032,28.16557,99.5444,66.55235
8205,7140,512,489,1.5616,62.19103,86.3334,62.78849,15.34144,79.05197,37.60519,28.28071,120.26099,106.53767,28.16724,99.55922,66.55518
8206,11156,512,724,2.2741,62.19367,86.33762,62.7908,15.34165,79.06031,37.60637,28.28344,120.27444,106.55039,28.1699,99.58248,66.55951
8207,21180,1024,1177,3.5594,62.19447,86.33786,62.78994,15.34239,79.05993,37.60642,28.29083,120.30651,106.58197,28.17423,99.63485,66.57021
8208,4952,256,385,1.1803,62.19421,86.33746,62.78943,15.34186,79.05728,37.60662,28.29164,120.31165,106.58681,28.17528,99.64462,66.57188
8209,15324,1024,882,2.8533,62.19791,86.34467,62.7954,15.34214,79.07203,37.60943,28.29575,120.32616,106.6003,28.17824,99.66568,66.5785
8210,12180,1024,724,2.1079,62.2028,86.35207,62.80061,15.34309,79.07378,37.61273,28.29858,120.34019,106.61308,28.1785,99.67733,66.58789
8211,3444,256,281,0.8786,62.20438,86.35267,62.8008,15.34306,79.07494,37.6129,28.29905,120.3427,106.61551,28.17908,99.68186,66.58899
8212,6524,512,439,1.4306,62.20732,86.35757,62.80432,15.34311,79.08577,37.61474,28.30015,120.34649,106.61879,28.18022,99.68763,66.59018
8213,7540,512,520,1.6737,62.21152,86.36468,62.80927,15.34372,79.09182,37.61747,28.30267,120.35499,106.62655,28.18132,99.70143,66.59302
8214,6304,512,421,1.376,62.21424,86.36825,62.81231,15.34382,79.0992,37.61901,28.30366,120.35851,106.62964,28.18198,99.70594,66.59452
8215,24372,2048,1288,4.1735,62.21864,86.37648,62.81964,15.34478,79.11654,37.6227,28.30884,120.38094,106.64935,28.18479,99.74028,66.6037
8216,12092,1024,704,2.245,62.22181,86.38277,62.82413,15.34601,79.11866,37.62676,28.31169,120.39261,106.6596,28.18615,99.75808,66.60751
8217,14420,1024,833,2.5962,62.22494,86.38884,62.82778,15.34646,79.1215,37.62842,28.31587,120.41096,106.67661,28.18915,99.77438,66.61886
8218,11368,512,737,2.3289,62.22851,86.39355,62.83072,15.34722,79.13126,37.63005,28.31912,120.42454,106.69082,28.19197,99.79899,66.62556
8219,6004,256,456,1.3379,62.22739,86.3917,62.82845,15.34783,79.1267,37.62874,28.32344,120.43974,106.70703,28.19522,99.83037,66.6325
8220,23256,2048,1193,3.9324,62.23405,86.40863,62.84238,15.34977,79.15547,37.63493,28.32658,120.45004,106.71724,28.19485,99.84647,66.63758
8221,9340,512,604,1.8741,62.23263,86.40759,62.84192,15.34896,79.15348,37.63463,28.32926,120.46138,106.72758,28.19668,99.86543,66.64162
8222,15552,1024,926,2.9166,62.23503,86.409,62.84293,15.34712,79.15717,37.63563,28.33426,120.48261,106.7455,28.20073,99.90058,66.6492
8223,7344,512,504,1.5563,62.23522,86.40834,62.84158,15.34734,79.1584,37.6345,28.33773,120.49531,106.75808,28.203,99.91874,66.6555
8224,16816,1024,998,3.012,62.23557,86.40774,62.83931,15.34757,79.15081,37.63357,28.34254,120.51842,106.78019,28.20569,99.94957,66.66748
8225,7268,512,501,1.5405,62.23562,86.40877,62.84011,15.34874,79.15235,37.63297,28.34514,120.52949,106.78975,28.20861,99.95013,66.67658
8226,7748,512,535,1.645,62.24192,86.41733,62.84647,15.35111,79.15407,37.63813,28.34649,120.53741,106.79687,28.20929,99.95013,66.68342
8227,7424,512,519,1.5821,62.24685,86.42539,62.85234,15.35397,79.1528,37.64171,28.34863,120.5477,106.8059,28.20935,99.94824,66.69348
8228,17284,1024,1036,3.1209,62.25094,86.43249,62.85724,15.35455,79.16619,37.64436,28.35255,120.57022,106.82791,28.21155,99.98672,66.70301
8229,7104,512,484,1.5023,62.25452,86.43537,62.85934,15.35564,79.16976,37.64509,28.35505,120.58173,106.83952,28.21367,100.00028,66.71031
8230,6204,512,442,1.409,62.25704,86.43884,62.86244,15.35609,79.17882,37.64522,28.35642,120.58753,106.84433,28.21456,100.00028,66.71511
8231,7400,512,511,1.6511,62.25685,86.44224,62.86547,15.3554,79.18343,37.6464,28.35853,120.59455,106.85088,28.2165,100.01271,66.71804
