Episode,Score,MaxTile,Moves,Duration_Sec,N_Empty,N_Max,N_Snake,N_Merge,N_Corner,N_Neigh,P_Empty,P_Max,P_Snake,P_Merge,P_Corner,P_Neigh
2600,11212,512,727,3.3454,30.23165,39.7011,28.31104,9.33231,17.22773,19.27706,8.86148,37.98146,31.93776,9.7923,7.28894,25.15451
2601,3420,256,286,1.3692,30.23668,39.70601,28.31464,9.33431,17.22887,19.27929,8.86295,37.98648,31.94229,9.79323,7.28894,25.15907
2602,5748,512,412,1.9067,30.24344,39.715,28.3208,9.33486,17.23312,19.28332,8.86428,37.99499,31.94965,9.79601,7.29074,25.16506
2603,14088,1024,824,3.7275,30.2526,39.72754,28.32972,9.33944,17.23319,19.29069,8.8706,38.02609,31.97456,9.80287,7.29308,25.18674
2604,14404,1024,844,3.922,30.26255,39.73935,28.33905,9.34204,17.25462,19.29644,8.87742,38.05669,31.9998,9.80998,7.3113,25.20041
2605,10564,1024,623,2.6624,30.26786,39.74501,28.34316,9.34287,17.25741,19.29906,8.88118,38.07747,32.01745,9.81565,7.3118,25.21687
2606,21836,2048,1098,5.2117,30.28734,39.77441,28.36549,9.34818,17.29736,19.30974,8.88555,38.09584,32.03348,9.82024,7.32601,25.22767
2607,3412,256,284,1.3434,30.2949,39.78389,28.37288,9.3502,17.31095,19.31267,8.88626,38.09859,32.03601,9.82086,7.32856,25.22914
2608,7160,512,493,2.361,30.30206,39.79321,28.38016,9.35235,17.32488,19.31587,8.88943,38.11007,32.04552,9.82413,7.33056,25.23711
2609,12416,1024,747,3.4865,30.31802,39.81681,28.39646,9.35745,17.3335,19.32742,8.89308,38.12588,32.0586,9.82773,7.33718,25.2469
2610,3264,256,268,1.2626,30.321,39.82024,28.39888,9.35926,17.33683,19.32899,8.89429,38.13081,32.06277,9.82955,7.337,25.25077
2611,7876,512,544,2.4519,30.32856,39.82794,28.40389,9.36056,17.34411,19.33255,8.89739,38.14617,32.07621,9.83318,7.34107,25.26014
2612,7184,512,495,2.3082,30.33986,39.84223,28.4148,9.36294,17.36371,19.33838,8.89889,38.15397,32.08305,9.83504,7.34107,25.26683
2613,7056,512,480,2.2557,30.3479,39.85314,28.42175,9.36553,17.36352,19.3439,8.90135,38.16188,32.08995,9.83727,7.34881,25.27028
2614,10732,1024,630,2.9611,30.36381,39.87528,28.43761,9.36986,17.39076,19.35389,8.9032,38.17,32.09681,9.83977,7.35296,25.27582
2615,2408,256,199,0.938,30.36654,39.8776,28.43911,9.3707,17.39398,19.35478,8.90418,38.17271,32.09956,9.84071,7.35765,25.27693
2616,16316,1024,970,3.8425,30.37793,39.8939,28.45335,9.37258,17.42174,19.35948,8.91034,38.20034,32.12304,9.84733,7.36664,25.29391
2617,14448,1024,843,2.6162,30.38519,39.9032,28.45955,9.3744,17.42734,19.36196,8.91725,38.23121,32.14739,9.85524,7.36714,25.31563
2618,16636,1024,990,3.0362,30.39362,39.91594,28.46951,9.37768,17.43336,19.36973,8.92433,38.2662,32.17724,9.86395,7.37289,25.33927
2619,7212,512,497,1.5273,30.39956,39.92183,28.47329,9.37944,17.42895,19.37359,8.92788,38.27841,32.18759,9.86668,7.37733,25.34682
2620,12208,1024,728,2.3137,30.41505,39.94735,28.49144,9.38624,17.45648,19.38415,8.92977,38.28541,32.19385,9.86797,7.38277,25.35066
2621,12720,1024,771,2.4062,30.42696,39.96311,28.50249,9.38952,17.47381,19.39,8.93414,38.30447,32.20954,9.87286,7.3857,25.36182
2622,16436,1024,977,3.0877,30.44155,39.98443,28.51747,9.39351,17.49266,19.39754,8.94078,38.33141,32.23269,9.8793,7.40611,25.37543
2623,15956,1024,930,2.9676,30.45555,40.00836,28.53576,9.39924,17.52026,19.4075,8.94638,38.35294,32.25043,9.88541,7.41285,25.38903
2624,16200,1024,961,2.9532,30.46867,40.02812,28.55086,9.40424,17.54838,19.41751,8.95248,38.38215,32.2758,9.89203,7.42207,25.4074
2625,3520,256,298,0.9439,30.47484,40.03412,28.5554,9.40475,17.56071,19.41935,8.953,38.38441,32.27795,9.89213,7.42207,25.40951
2626,7100,512,486,1.5914,30.48824,40.05128,28.56793,9.40783,17.57645,19.42758,8.954,38.38825,32.28115,9.89283,7.42573,25.41103
2627,7432,512,514,1.6693,30.49798,40.06293,28.57663,9.41084,17.58265,19.4338,8.95619,38.39749,32.28891,9.89507,7.4299,25.41629
2628,3296,256,279,0.9041,30.50287,40.06691,28.57942,9.4121,17.58843,19.43523,8.9572,38.40128,32.2921,9.89624,7.4299,25.41936
2629,7512,512,528,1.656,30.51075,40.07376,28.58432,9.41265,17.60154,19.43814,8.9604,38.41535,32.30399,9.9005,7.43431,25.42797
2630,15380,1024,902,2.8652,30.52409,40.09463,28.6005,9.41784,17.6235,19.44706,8.9651,38.43839,32.32322,9.90597,7.44143,25.4417
2631,6620,512,452,1.4114,30.53219,40.10199,28.60532,9.41912,17.62819,19.45017,8.96744,38.44879,32.33163,9.90883,7.44143,25.44996
2632,16000,1024,951,2.9898,30.54083,40.11407,28.61404,9.42173,17.64874,19.45385,8.975,38.47988,32.3593,9.91593,7.46491,25.4684
2633,13100,1024,774,2.3428,30.54841,40.12342,28.61997,9.42335,17.65448,19.45729,8.98103,38.50829,32.38336,9.92289,7.47019,25.4891
2634,10524,1024,623,2.0147,30.56118,40.14525,28.63743,9.42636,17.68538,19.46604,8.98246,38.5133,32.38776,9.92431,7.47219,25.49193
2635,11764,1024,705,2.2917,30.5758,40.16695,28.65544,9.43107,17.72446,19.47456,8.985,38.5238,32.39731,9.92702,7.48301,25.49826
2636,5380,512,370,1.1842,30.58198,40.17606,28.66275,9.4328,17.73528,19.47817,8.98564,38.52689,32.40009,9.9277,7.48421,25.50028
2637,14560,1024,851,2.7336,30.59931,40.20509,28.68428,9.43812,17.75333,19.49088,8.9892,38.54201,32.41321,9.93142,7.49609,25.50869
2638,11380,1024,661,2.135,30.61218,40.22648,28.69984,9.44355,17.77253,19.50103,8.99155,38.5508,32.4208,9.93388,7.49667,25.51553
2639,3816,256,311,0.9979,30.61969,40.23439,28.70552,9.44539,17.77395,19.50546,8.99256,38.55517,32.42494,9.93538,7.49667,25.51968
2640,12828,1024,771,2.4165,30.63206,40.25357,28.71872,9.44771,17.79096,19.5123,8.99504,38.56845,32.43568,9.93905,7.50117,25.5278
2641,6932,512,466,1.4803,30.64107,40.26581,28.72829,9.45078,17.79508,19.5195,8.99746,38.5786,32.44433,9.94083,7.50117,25.53504
2642,13136,1024,780,2.4216,30.65434,40.28611,28.74332,9.45503,17.82277,19.52613,9.0017,38.59669,32.45928,9.94477,7.504,25.54883
2643,3376,256,276,0.8852,30.65843,40.29167,28.74766,9.45538,17.82427,19.52932,9.0022,38.59923,32.46181,9.94535,7.504,25.55103
2644,10736,1024,640,2.0098,30.6671,40.30347,28.75589,9.45867,17.82253,19.53585,9.00625,38.61544,32.47456,9.94886,7.50982,25.56011
2645,7008,512,473,1.481,30.67649,40.31275,28.7628,9.46017,17.83938,19.53861,9.00925,38.62739,32.48466,9.95169,7.51063,25.56864
2646,12920,1024,782,2.5101,30.69242,40.3369,28.78162,9.46273,17.86477,19.54905,9.01277,38.64125,32.49711,9.95596,7.52254,25.57672
2647,8112,512,552,1.713,30.70025,40.34583,28.78819,9.46332,17.88456,19.55135,9.0155,38.6558,32.50947,9.95839,7.52592,25.58806
2648,12612,1024,759,2.5075,30.71846,40.37307,28.80858,9.46934,17.92448,19.56161,9.01786,38.66685,32.5189,9.96043,7.53139,25.59587
2649,13772,1024,793,2.5454,30.73267,40.39193,28.82268,9.4734,17.93862,19.57123,9.02364,38.69288,32.53918,9.96635,7.53873,25.61022
2650,7244,512,504,1.5458,30.74283,40.40564,28.83274,9.4774,17.94231,19.57917,9.02581,38.70366,32.54862,9.96852,7.53873,25.61956
2651,3560,256,298,0.951,30.74943,40.41111,28.83592,9.47897,17.94753,19.58076,9.02664,38.7084,32.55311,9.96906,7.53873,25.6242
2652,6504,512,450,1.4164,30.75668,40.42081,28.84295,9.48126,17.95065,19.58538,9.02899,38.71804,32.56126,9.97114,7.53957,25.63036
2653,14788,1024,877,2.7999,30.76689,40.43768,28.85642,9.48354,17.97954,19.59166,9.03426,38.73847,32.57938,9.97621,7.55076,25.64297
2654,3340,256,271,0.8834,30.77121,40.44266,28.86046,9.48533,17.98964,19.59298,9.03519,38.74214,32.58266,9.97734,7.55076,25.64625
2655,6780,512,460,1.4654,30.77913,40.45269,28.86779,9.48801,17.99823,19.59737,9.03733,38.75107,32.59046,9.97962,7.55171,25.65282
2656,3544,256,286,0.9026,30.78426,40.45853,28.87227,9.48909,18.00367,19.60009,9.03883,38.75539,32.59416,9.98118,7.5545,25.65568
2657,7172,512,493,1.5449,30.7923,40.47081,28.88155,9.4908,18.00748,19.60611,9.0416,38.76726,32.60468,9.98448,7.55932,25.66231
2658,7336,512,501,1.6028,30.80255,40.48559,28.89341,9.49331,18.02671,19.6128,9.04288,38.77322,32.60996,9.98612,7.56445,25.66546
2659,7128,512,493,1.6269,30.81082,40.49567,28.90037,9.49525,18.0341,19.61768,9.0448,38.77984,32.61583,9.98777,7.56926,25.66867
2660,6700,512,466,1.4706,30.81585,40.50154,28.90457,9.49723,18.03441,19.62045,9.04806,38.7935,32.62739,9.99108,7.57169,25.67823
2661,7340,512,503,1.5888,30.82262,40.51182,28.91239,9.4997,18.03902,19.62468,9.04979,38.80114,32.63365,9.99316,7.57369,25.68243
2662,14672,1024,856,2.6791,30.83458,40.53047,28.92497,9.50362,18.03997,19.63346,9.05545,38.82606,32.65474,9.99854,7.586,25.69713
2663,14636,1024,852,2.6837,30.84934,40.55471,28.94291,9.5082,18.05827,19.64537,9.05894,38.84569,32.67108,10.00357,7.59218,25.71082
2664,7188,512,496,1.5859,30.85687,40.56426,28.95001,9.51133,18.0723,19.64919,9.06171,38.85681,32.68079,10.00651,7.59701,25.71753
2665,8236,512,553,1.7137,30.86605,40.57461,28.95727,9.51257,18.08014,19.65379,9.06439,38.8716,32.69383,10.01058,7.59701,25.72829
2666,12480,1024,752,2.3025,30.87083,40.57898,28.96053,9.51468,18.08322,19.65601,9.07058,38.89999,32.71772,10.01727,7.60337,25.74852
2667,7220,512,494,1.5575,30.87782,40.58938,28.96784,9.5174,18.09514,19.65953,9.07318,38.90995,32.72641,10.01941,7.60627,25.756
2668,5740,512,406,1.2579,30.88626,40.59964,28.97567,9.51912,18.10206,19.66471,9.07505,38.91861,32.73385,10.02118,7.61195,25.76121
2669,7320,512,497,1.5691,30.89889,40.61543,28.98709,9.52127,18.11329,19.67175,9.07609,38.92475,32.73926,10.022,7.61259,25.7659
2670,3480,256,275,0.8927,30.90377,40.62107,28.99138,9.52202,18.12057,19.67332,9.07672,38.92667,32.74098,10.02257,7.61409,25.76701
2671,7436,512,514,1.5931,30.91068,40.62982,28.99786,9.52406,18.12975,19.67724,9.07913,38.93711,32.74999,10.02543,7.62228,25.77192
2672,10952,1024,649,2.1005,30.92249,40.64643,29.01043,9.52718,18.15059,19.6825,9.08177,38.94828,32.75903,10.0278,7.62428,25.77896
2673,7220,512,500,1.5983,30.92951,40.65388,29.01596,9.52928,18.16202,19.68559,9.08541,38.96238,32.77118,10.03174,7.63335,25.78694
2674,3200,256,267,0.8578,30.93256,40.65633,29.01781,9.53088,18.16111,19.68716,9.08703,38.96699,32.77513,10.03327,7.63685,25.78894
2675,14396,1024,842,2.6776,30.94751,40.68198,29.03754,9.53419,18.19703,19.69795,9.09034,38.98112,32.78781,10.03684,7.64377,25.79788
2676,3892,256,312,0.9761,30.95338,40.68873,29.04275,9.53517,18.19879,19.70143,9.09102,38.98485,32.7914,10.03808,7.64377,25.80102
2677,6696,512,454,1.4681,30.96267,40.69894,29.0495,9.53786,18.20176,19.70591,9.09392,38.99513,32.80044,10.03988,7.64377,25.81088
2678,7420,512,520,1.6731,30.96769,40.70545,29.05387,9.53917,18.20805,19.70733,9.09743,39.00835,32.81166,10.04325,7.64801,25.81971
2679,7248,512,506,1.5799,30.97444,40.71388,29.06012,9.53991,18.21012,19.71178,9.10021,39.02105,32.82237,10.04712,7.64892,25.82862
2680,11748,1024,692,2.1949,30.98575,40.7288,29.06994,9.54216,18.22102,19.71682,9.10484,39.04015,32.83904,10.052,7.66503,25.83965
2681,16244,1024,967,3.0668,31.00371,40.75835,29.09182,9.54684,18.25668,19.72947,9.10956,39.05977,32.85615,10.05758,7.67453,25.85283
2682,10760,1024,637,2.0184,31.01062,40.76622,29.0966,9.54955,18.25746,19.73222,9.11463,39.07821,32.87112,10.06274,7.67691,25.86566
2683,14476,1024,848,2.6734,31.02549,40.7888,29.11412,9.55408,18.28727,19.7425,9.11941,39.0987,32.88863,10.06865,7.68761,25.87597
2684,12276,1024,738,2.3255,31.03643,40.80477,29.1273,9.55656,18.3084,19.74987,9.12309,39.11628,32.90419,10.07317,7.69795,25.88655
2685,12256,1024,740,2.3288,31.05031,40.82561,29.14306,9.55872,18.33234,19.75767,9.1262,39.13239,32.91802,10.07747,7.70627,25.89406
2686,5912,512,422,1.3456,31.05607,40.83392,29.14901,9.56019,18.33175,19.76197,9.12798,39.14094,32.92525,10.08037,7.70627,25.90062
2687,12184,1024,729,2.2167,31.06507,40.84764,29.15846,9.56303,18.33973,19.7686,9.13221,39.16192,32.94236,10.08603,7.7258,25.90845
2688,15384,1024,895,2.837,31.08607,40.88075,29.18378,9.56962,18.3826,19.78092,9.13529,39.17495,32.95412,10.08928,7.73499,25.91623
2689,12256,1024,740,2.3954,31.10125,40.90345,29.20032,9.57377,18.41483,19.78903,9.13914,39.18867,32.96603,10.0935,7.74048,25.92348
2690,16132,1024,957,2.8832,31.10635,40.90798,29.20289,9.57487,18.41875,19.78955,9.14701,39.22588,32.99687,10.10262,7.75082,25.94827
2691,12384,1024,739,2.4147,31.12108,40.92831,29.21845,9.57789,18.44991,19.79678,9.15074,39.24074,33.01054,10.10642,7.76621,25.95558
2692,15896,1024,929,2.9876,31.13754,40.95297,29.23811,9.58112,18.49004,19.80601,9.1541,39.2587,33.02625,10.11199,7.78407,25.96322
2693,12600,1024,764,2.4366,31.14863,40.96915,29.25051,9.58425,18.51268,19.8127,9.15923,39.27836,33.04277,10.11647,7.80132,25.97291
2694,7580,512,529,1.671,31.15612,40.97994,29.25906,9.58637,18.53299,19.81597,9.16233,39.29166,33.05541,10.11993,7.81649,25.97921
2695,6392,512,433,1.3949,31.16688,40.99434,29.26941,9.5888,18.54098,19.82318,9.16333,39.29611,33.0592,10.12142,7.8199,25.98182
2696,3176,256,262,0.8578,31.17185,40.99931,29.27324,9.59034,18.5504,19.82537,9.16438,39.29893,33.06188,10.12241,7.8219,25.98376
2697,7032,512,486,1.5881,31.18134,41.01067,29.28094,9.59213,18.56128,19.82977,9.1675,39.30899,33.06982,10.12532,7.8244,25.9899
2698,16180,1024,956,3.0319,31.19637,41.03339,29.29798,9.59526,18.58112,19.84028,9.17272,39.33193,33.09001,10.13048,7.83382,26.00586
2699,15232,1024,880,2.8131,31.20725,41.04841,29.30852,9.59856,18.60387,19.84666,9.17856,39.35558,33.11125,10.13668,7.86343,26.01649
2700,3104,256,257,0.7898,31.21045,41.05164,29.31087,9.59861,18.6085,19.84756,9.17961,39.36,33.11514,10.13805,7.86497,26.01955
2701,15336,1024,922,2.9388,31.22387,41.0746,29.32862,9.60239,18.62994,19.86004,9.18397,39.38119,33.13392,10.14228,7.87874,26.03316
2702,16860,1024,1006,3.1639,31.23432,41.08999,29.33929,9.60472,18.64566,19.86482,9.19109,39.41433,33.16212,10.151,7.89402,26.05106
2703,15696,1024,928,2.9505,31.25515,41.12252,29.36359,9.61005,18.68353,19.87933,9.19397,39.42968,33.17587,10.15505,7.90308,26.06096
2704,8164,512,552,1.777,31.26476,41.1351,29.37351,9.61159,18.7077,19.88317,9.19533,39.43693,33.18262,10.15607,7.90305,26.0678
2705,8056,512,558,1.7458,31.2742,41.14853,29.38391,9.61379,18.72856,19.88778,9.19753,39.44802,33.19247,10.15863,7.90723,26.07614
2706,7104,512,476,1.5348,31.28303,41.15981,29.39222,9.61524,18.74867,19.89217,9.19926,39.45428,33.19798,10.16072,7.91361,26.07913
2707,13976,1024,807,2.593,31.30146,41.18806,29.41278,9.61991,18.79142,19.9024,9.2012,39.46433,33.2063,10.16288,7.91808,26.0845
2708,7624,512,526,1.6861,31.31108,41.20154,29.42225,9.62349,18.79689,19.909,9.20411,39.47317,33.21349,10.16502,7.91808,26.0906
2709,12388,1024,745,2.3122,31.32186,41.21862,29.43394,9.62812,18.81208,19.91518,9.2081,39.49049,33.22837,10.16904,7.93015,26.10104
2710,11948,1024,711,2.27,31.33344,41.23679,29.44747,9.63238,18.83422,19.92201,9.21144,39.50255,33.23845,10.17241,7.93508,26.10777
2711,6444,512,436,1.3966,31.3431,41.2494,29.45676,9.6353,18.8558,19.9266,9.2126,39.50638,33.24189,10.17348,7.9395,26.1099
2712,7256,512,494,1.6223,31.3562,41.2683,29.4705,9.63863,18.86781,19.93632,9.21318,39.50874,33.24391,10.17456,7.9395,26.11156
2713,10476,1024,616,2.0003,31.36638,41.28353,29.48288,9.64275,18.88453,19.94462,9.21642,39.51989,33.25359,10.17814,7.94567,26.11744
2714,6848,512,460,1.4259,31.37438,41.29315,29.4907,9.64492,18.89651,19.94903,9.21805,39.52942,33.26225,10.18118,7.94673,26.12375
2715,7156,512,492,1.5571,31.387,41.30915,29.50261,9.64687,18.91017,19.95706,9.21908,39.5353,33.26757,10.18276,7.95001,26.12823
2716,7056,512,479,1.5215,31.39241,41.31587,29.50684,9.64897,18.9116,19.96032,9.22258,39.54885,33.27937,10.18667,7.95672,26.1352
2717,12268,1024,742,2.3389,31.40604,41.33422,29.52067,9.65182,18.93211,19.96799,9.22611,39.56559,33.29412,10.19167,7.96735,26.14332
2718,3208,256,266,0.8106,31.40976,41.33815,29.52337,9.65259,18.93186,19.9695,9.22732,39.56909,33.29739,10.19241,7.96846,26.14548
2719,11900,1024,699,2.1864,31.41791,41.35164,29.53388,9.65446,18.94697,19.97475,9.23174,39.58518,33.31111,10.19659,7.98416,26.15286
2720,6396,512,431,1.3982,31.4278,41.36335,29.54234,9.65745,18.9457,19.9807,9.23406,39.59263,33.31771,10.19844,7.98416,26.15862
2721,25516,2048,1303,4.0391,31.43736,41.3793,29.55333,9.66097,18.95924,19.98707,9.24464,39.63699,33.35466,10.21009,8.01518,26.18134
2722,8460,512,560,1.7103,31.44503,41.3903,29.56176,9.66315,18.97491,19.99087,9.24688,39.64762,33.36453,10.21233,8.02894,26.18568
2723,7464,512,510,1.6362,31.45613,41.40675,29.5744,9.66627,18.97461,20.00152,9.24932,39.65562,33.37174,10.21406,8.03144,26.192
2724,17736,1024,1048,3.3012,31.46948,41.42946,29.59235,9.66989,19.00999,20.01025,9.25592,39.68646,33.40106,10.22189,8.06017,26.21142
2725,7108,512,488,1.527,31.47458,41.43516,29.59646,9.67117,19.00976,20.01366,9.25901,39.70062,33.41263,10.22571,8.06297,26.22136
2726,7368,512,510,1.5997,31.48093,41.44257,29.6013,9.67259,19.02326,20.01617,9.26178,39.71096,33.42203,10.22889,8.06566,26.23019
2727,13764,1024,793,2.486,31.49233,41.45732,29.6111,9.67547,19.02911,20.0226,9.26698,39.73232,33.43937,10.23357,8.06952,26.24296
2728,7452,512,523,1.6419,31.49978,41.4642,29.61596,9.67593,19.04015,20.02484,9.2703,39.74795,33.45258,10.23679,8.07389,26.25387
2729,14560,1024,863,2.7826,31.52034,41.49641,29.64107,9.68039,19.08178,20.0383,9.27309,39.75953,33.46248,10.23945,8.08021,26.26128
2730,7396,512,520,1.6721,31.53051,41.51005,29.65173,9.68312,19.09888,20.04344,9.27495,39.76605,33.46856,10.24102,8.08572,26.26598
2731,7220,512,500,1.5913,31.53968,41.52261,29.66076,9.68544,19.1154,20.04859,9.27694,39.77408,33.47554,10.24279,8.09057,26.27051
2732,7172,512,497,1.5725,31.54934,41.53622,29.67096,9.68917,19.13858,20.05376,9.2783,39.78057,33.481,10.24503,8.09157,26.2751
2733,7120,512,487,1.556,31.55601,41.54422,29.67653,9.69102,19.13838,20.05819,9.28199,39.7946,33.49337,10.24903,8.10554,26.28284
2734,7972,512,547,1.7014,31.56523,41.55564,29.68559,9.69253,19.14405,20.06351,9.28457,39.80918,33.50641,10.25319,8.10802,26.29368
2735,7384,512,514,1.637,31.57317,41.56571,29.69253,9.69372,19.1515,20.06705,9.28649,39.8184,33.51447,10.25533,8.11104,26.29992
2736,7460,512,520,1.6067,31.58016,41.57547,29.70025,9.69507,19.15394,20.07284,9.2901,39.83333,33.52727,10.25911,8.11216,26.31116
2737,6452,512,460,1.4414,31.58604,41.58098,29.70432,9.69564,19.16293,20.07444,9.29235,39.84409,33.53693,10.26214,8.11718,26.31856
2738,11832,1024,694,2.2342,31.59464,41.59098,29.71105,9.6978,19.17073,20.07776,9.29621,39.85854,33.5493,10.26663,8.12873,26.32577
2739,7496,512,520,1.6399,31.60814,41.60677,29.72279,9.70042,19.19422,20.0845,9.2982,39.86894,33.55845,10.26947,8.12873,26.3356
2740,11436,1024,663,2.1625,31.62299,41.6287,29.73955,9.7051,19.22045,20.09235,9.30013,39.87721,33.56519,10.27181,8.13373,26.33959
2741,14748,1024,882,2.7314,31.62986,41.63725,29.74378,9.70858,19.22621,20.09458,9.30934,39.91489,33.59644,10.28145,8.14212,26.36538
2742,7488,512,523,1.671,31.64115,41.65477,29.75694,9.71244,19.24059,20.1026,9.30994,39.91947,33.60042,10.28229,8.14444,26.36782
2743,12220,1024,735,2.2937,31.65092,41.66637,29.76514,9.71504,19.25184,20.1078,9.31562,39.94418,33.62122,10.28826,8.15128,26.38384
2744,5324,512,363,1.1878,31.65932,41.67651,29.7726,9.71624,19.25528,20.11202,9.31669,39.94856,33.62463,10.28951,8.15128,26.38692
2745,11844,1024,705,2.1895,31.66818,41.68589,29.77927,9.71841,19.27708,20.11406,9.3214,39.97282,33.6448,10.29538,8.15228,26.4059
2746,5768,512,409,1.3317,31.67438,41.69211,29.78325,9.72026,19.2856,20.11578,9.32403,39.98134,33.65191,10.2977,8.15528,26.41099
2747,7596,512,519,1.6198,31.68256,41.70264,29.79106,9.72165,19.29153,20.12137,9.32568,39.99276,33.66146,10.30068,8.15628,26.41846
2748,12116,1024,721,2.3505,31.69512,41.72054,29.80544,9.7256,19.31218,20.13024,9.32961,40.00719,33.6733,10.30474,8.16678,26.42554
2749,7448,512,518,1.6548,31.70049,41.72841,29.81135,9.72741,19.3268,20.13308,9.33165,40.01489,33.6796,10.30626,8.17125,26.42934
2750,3856,256,316,1.0346,31.70647,41.73569,29.81692,9.72977,19.33159,20.13683,9.33274,40.01861,33.68312,10.30708,8.17237,26.43227
2751,6152,512,410,1.3465,31.71605,41.74839,29.82693,9.73138,19.35393,20.14239,9.3332,40.02059,33.68472,10.30754,8.17287,26.43381
2752,9004,512,624,1.9115,31.72455,41.75965,29.83443,9.73363,19.36423,20.14697,9.33677,40.03834,33.70126,10.31196,8.17226,26.44823
2753,15888,1024,928,3.0053,31.73495,41.77664,29.84605,9.73844,19.38359,20.15045,9.34247,40.0599,33.71883,10.31731,8.17821,26.46339
2754,6688,512,456,1.4967,31.74344,41.788,29.85441,9.73997,19.39989,20.15606,9.34337,40.06417,33.72254,10.3185,8.18054,26.46654
2755,5540,512,398,1.2827,31.75218,41.79882,29.86277,9.74091,19.40755,20.16115,9.34477,40.06938,33.72677,10.31991,8.18254,26.47011
2756,15828,1024,914,2.9747,31.76879,41.82501,29.88147,9.74649,19.40677,20.17522,9.35095,40.09209,33.74655,10.32556,8.19044,26.48653
2757,7212,512,502,1.5834,31.77756,41.83481,29.88853,9.74781,19.42006,20.17903,9.35385,40.10352,33.75709,10.3284,8.19391,26.49473
2758,11800,1024,702,2.2076,31.78805,41.84929,29.89856,9.75036,19.42236,20.18611,9.35815,40.1233,33.7742,10.33348,8.19491,26.5085
2759,14344,1024,831,2.658,31.80358,41.87442,29.91747,9.75451,19.45167,20.19674,9.36144,40.13738,33.7872,10.33632,8.21102,26.51338
2760,32816,2048,1676,5.4168,31.82294,41.90613,29.94104,9.76091,19.49127,20.20773,9.37569,40.19792,33.83779,10.35039,8.24227,26.54562
2761,7860,512,541,1.7734,31.8343,41.92083,29.95185,9.76292,19.51179,20.2135,9.37779,40.20613,33.84529,10.3518,8.24727,26.55127
2762,7540,512,532,1.715,31.84551,41.93477,29.96177,9.76593,19.53079,20.21845,9.37909,40.21468,33.85301,10.35426,8.24953,26.55724
2763,7120,512,491,1.582,31.85232,41.94456,29.96928,9.76725,19.54087,20.2228,9.38252,40.22726,33.86388,10.35743,8.25125,26.56676
2764,7120,512,491,1.5631,31.85883,41.95256,29.97515,9.76878,19.54536,20.2264,9.38509,40.23765,33.87218,10.36023,8.25366,26.57302
2765,10556,1024,625,2.0017,31.87094,41.97161,29.99029,9.77254,19.56447,20.23489,9.38715,40.24844,33.88112,10.36303,8.25912,26.57977
